director,rating,openingweekendgross,movie_title,domestic_total_gross,release_date,runtime,budget,,
Douglas McGrath,R,452966,Infamous,1151330,10/13/06 0:00,118,,,
,Unrated,,Les Aimants,1150414,10/1/04 0:00,91,,,
,R,,Nightflyers,1149470,10/23/87 0:00,89,,,
,R,341401,Miracle Mile,1145404,5/19/89 0:00,87,,,
,PG,441466,The River Rat,1142944,9/21/84 0:00,93,,,
,PG,,Belizaire the Cajun,1142243,6/13/86 0:00,103,,,
,PG-13,592871,Two Much,1141556,3/15/96 0:00,118,,,
,Unrated,82530,L.I.E.,1138836,9/7/01 0:00,97,,,
,Unrated,,Yi Yi,1136776,10/6/00 0:00,173,,,
,Unrated,19302,"Yoo-Hoo, Mrs. Goldberg",1134623,7/10/09 0:00,92,,,
,PG,38281,In the Shadow of the Moon,1134358,9/7/07 0:00,100,,,
,Unrated,626432,Golmaal 3,1132192,11/5/10 0:00,155,,,
,R,96008,Valmont,1132112,11/17/89 0:00,137,,,
,R,,Half Moon Street,1131399,9/26/86 0:00,90,,,
Boaz Yakin,R,36063,A Price Above Rubies,1130732,3/27/98 0:00,116,,,
,R,123841,The Deep Blue Sea,1126525,3/23/12 0:00,98,,,
,R,33340,The Thief,1126506,7/17/98 0:00,96,,,
,R,560048,Mute Witness,1125910,9/15/95 0:00,97,,,
,R,61002,The Whistleblower,1124966,8/5/11 0:00,112,,,
,Unrated,522765,Kai Po Che,1122527,2/22/13 0:00,120,,,
,G,25535,Paper Clips,1121744,11/24/04 0:00,83,,,
,R,49204,My Wife is an Actress,1121233,7/12/02 0:00,93,,,
,Unrated,351887,Chak DE! India,1120404,8/10/07 0:00,152,,,
,PG,501230,Freddie as F.R.o.7.,1119368,8/28/92 0:00,90,,,
,R,325835,Street Smart,1119112,3/20/87 0:00,97,,,
,R,546724,Eyes of a Stranger,1118634,3/27/81 0:00,90,,,
,R,61104,Zatoichi: The Blind Swordsman,862894,7/23/04 0:00,115,,,
,R,446768,Nicotina,1117864,8/20/04 0:00,93,,,
,R,55946,Groove,1115313,6/9/00 0:00,86,,,
David Michod,R,481214,The Rover,1114423,6/13/14 0:00,102,12000000,,
,R,,Ciao Professore,1113435,7/15/94 0:00,93,,,
,Unrated,,The King of Masks,1113103,5/14/99 0:00,101,,,
Tom DiCillo,R,47965,Living in Oblivion,1111790,7/14/95 0:00,91,,,
,PG,130352,The RM,1111615,1/31/03 0:00,101,,,
,Unrated,,Sordid Lives,1111273,5/11/01 0:00,111,,,
,R,260135,Tae Guk Gi: The Brotherhood of War,1111061,9/3/04 0:00,140,,,
,R,43040,Mother and Child,1110509,5/7/10 0:00,125,7000000,,
Ulu Grosbard,R,55461,Georgia,1110104,12/8/95 0:00,118,,,
Oren Moverman,R,44523,The Messenger,1109660,11/13/09 0:00,105,6500000,,
,Unrated,,Burn,996103,7/24/12 0:00,86,,,
,PG-13,69143,The U.S. Vs. John Lennon,1109146,9/15/06 0:00,99,,,
Michael Lehman,R,177247,Heathers,1108462,3/31/89 0:00,102,,,
,PG,14252,Daddy Nostalgia,1108429,4/12/91 0:00,112,,,
,G,,Sacred Planet,1108356,4/22/04 0:00,45,,,
,G,,"Say Amen, Somebody",1108299,3/11/83 0:00,100,,,
,R,530893,Where the Heart Is,1106475,2/23/90 0:00,97,,,
Kevin Smith,R,204230,Red State,1104682,3/5/11 0:00,97,,,
,R,126537,Silk,1103075,9/14/07 0:00,110,,,
,R,473062,The Heart Specialist,1103037,1/14/11 0:00,99,,,
,R,34146,Mistress,1102469,8/7/92 0:00,110,,,
,Unrated,67809,The Center of the World,1101344,4/20/01 0:00,88,,,
J. Lee Thompson,R,70461,The Passage,1101186,3/9/79 0:00,99,,,
,R,66471,Temptress Moon,1100788,6/13/97 0:00,130,,,
,R,,Waterland,1100218,10/30/92 0:00,95,,,
,R,,The Beguiled,1100000,3/31/71 0:00,105,,,
,PG,367091,Heart of Dixie,1097333,8/25/89 0:00,95,,,
James Gray,R,,Little Odessa,1095885,5/19/95 0:00,98,,,
,PG-13,47124,Brick Lane,1095398,6/20/08 0:00,101,,,
,R,37563,Made in Dagenham,1095369,11/19/10 0:00,113,,,
,R,420993,Blood and Wine,1094668,2/21/97 0:00,101,,,
Jonathan Demme,R,,Swimming to Cambodia,1092911,3/13/87 0:00,85,,,
Barry Levinson,R,192508,What Just Happened?,1090947,10/17/08 0:00,107,,,
,R,681054,Wired,1089000,8/25/89 0:00,109,,,
,PG,18486,The Music Teacher,1086894,7/7/89 0:00,100,,,
,PG-13,29018,Deja Vu,1086181,4/24/98 0:00,117,,,
,R,46469,Crush,1084935,4/5/02 0:00,112,6000000,,
,R,54876,This Is My Father,1083975,5/7/99 0:00,120,,,
,R,,Winter Kills,1083799,5/18/79 0:00,97,6500000,,
,PG,24350,84 Charing Cross Road,1083486,2/13/87 0:00,100,,,
,R,,The Outing,1083395,9/12/87 0:00,87,,,
,PG,32171,Housekeeping,1083282,11/25/87 0:00,116,,,
Brad Anderson,R,64661,The Machinist,1082715,10/22/04 0:00,102,,,
Anna BodenRyan Fleck,R,60140,Sugar,1082124,4/3/09 0:00,114,,,
,R,540446,Of Unknown Origin,1080470,11/23/83 0:00,89,,,
,PG,19752,The Tango Lesson,1080192,11/14/97 0:00,100,,,
,G,35179,The Cup,1079108,1/28/00 0:00,94,,,
,Unrated,702325,Desi Boyz,1078826,11/25/11 0:00,122,,,
Anand Tucker,PG-13,39210,When Did You Last See Your Father,1077273,6/6/08 0:00,92,,,
,Unrated,,Steeper and Deeper,1076685,10/1/92 0:00,92,,,
,Unrated,539793,Tees Maar Khan,1076443,12/22/10 0:00,135,,,
,PG-13,71677,Respiro,1072834,5/23/03 0:00,95,,,
,R,19492,Lolita,1071255,7/24/98 0:00,137,62000000,,
,PG-13,27744,The Golden Door,1070769,5/25/07 0:00,120,,,
,Unrated,20011,Left Luggage,1069540,9/22/00 0:00,100,,,
Roland Joffe,PG-13,705537,There Be Dragons,1069334,5/6/11 0:00,120,36000000,,
,PG-13,676048,Undiscovered,1069318,8/26/05 0:00,92,9000000,,
,R,28911,Page One: A Year Inside the New York Times,1067028,6/17/11 0:00,88,,,
,R,601857,September Dawn,1066555,8/24/07 0:00,110,11000000,,
,R,21480,What Maisie Knew,1066471,5/3/13 0:00,99,,,
,G,443901,Oogieloves In The BIG Balloon Adventure,1065907,8/29/12 0:00,83,20000000,,
,R,536591,Thanks for Sharing,1065881,9/20/13 0:00,110,,,
,R,61913,The Mother,1063163,5/28/04 0:00,112,2500000,,
,R,49046,La Mission,1062941,4/9/10 0:00,117,,,
,Unrated,584245,Partner,1062840,7/20/07 0:00,141,,,
,Unrated,63837,A Christmas Tale,1060922,11/14/08 0:00,166,,,
,R,91798,Wonderland,1060512,10/3/03 0:00,109,,,
,R,234438,Mike's Murder,1059966,3/9/84 0:00,97,,,
Steven Soderbergh,PG-13,40814,Kafka,1059071,12/4/91 0:00,98,,,
,R,93148,Time Code,1057750,4/28/00 0:00,97,5000000,,
,PG,,Comfort and Joy,1057368,10/10/84 0:00,90,,,
,R,210904,Def-Con 4,1057064,3/15/85 0:00,88,,,
Miguel Arteta,R,72831,Chuck & Buck,1055671,7/14/00 0:00,97,,,
,PG,71916,Caramel,1055580,2/1/08 0:00,95,,,
,R,607081,Bad Moon,1055525,11/1/96 0:00,79,,,
,R,,The Little Thief,1055416,9/12/89 0:00,109,,,
Jane Campion,R,,An Angel at My Table,1054638,5/17/91 0:00,156,,,
,PG-13,,Joyeux Noel,1054361,12/16/05 0:00,115,,,
,R,434884,The Sender,1054328,10/22/82 0:00,91,,,
,R,301787,Velvet Goldmine,1053788,11/6/98 0:00,117,,,
,PG-13,63203,The Luzhin Defence,1053070,4/20/01 0:00,106,,,
Paul Schrader,R,46302,Light Sleeper,1050861,8/21/92 0:00,103,5000000,,
Gabriele Muccino,R,33561,The Last Kiss,1048950,8/16/02 0:00,112,,,
,PG,522813,Extreme Days,1047553,9/28/01 0:00,93,,,
,R,,Nijinsky,1047454,3/21/80 0:00,125,,,
,PG-13,144586,What's Cooking,1045899,11/17/00 0:00,109,,,
,PG-13,17130,Leonard Cohen I'm Your Man,1044254,6/21/06 0:00,104,,,
Rodrigo Cortes,R,100268,Buried,1044143,9/24/10 0:00,100,,,
David Michod,R,61968,Animal Kingdom,1044039,8/13/10 0:00,112,,,
,PG-13,317722,Ghost in the Shell 2: Innocence,1043896,9/17/04 0:00,99,,,
George Hickenlooper,R,34528,Casino Jack,1042959,12/17/10 0:00,108,12500000,,
,R,27413,In Darkness,1041455,2/10/12 0:00,145,,,
,Unrated,425975,Kaante,1041228,12/20/02 0:00,150,,,
,R,491206,Money For Nothing,1039824,9/10/93 0:00,100,,,
,R,,Naked in New York,1038959,4/13/94 0:00,91,,,
Jim Jarmusch,R,104649,Dead Man,1037847,5/10/96 0:00,121,,,
,PG,511698,The Perfect Game,1037071,4/16/10 0:00,118,,,
,R,14900,Another Day in Paradise,1036818,12/30/98 0:00,101,,,
,R,45848,Together,1034829,8/24/01 0:00,119,,,
,R,508000,Phantom,1034589,3/1/13 0:00,97,,,
,Unrated,13188,Notorious C.H.O.,1033395,6/28/02 0:00,95,,,
Pedro Almodovar,R,,The Flower of My Secret,1032180,3/8/96 0:00,103,,,
,R,72129,Urbania,1032075,9/15/00 0:00,105,,,
Roger Spottiswoode,R,42755,The Children of Huang Shi,1031872,5/23/08 0:00,125,,,
,R,49827,Hidden Agenda,1030938,11/21/90 0:00,106,,,
,R,71821,The Business of Strangers,1030920,12/7/01 0:00,84,,,
,R,53452,Kill Your Darlings,1030064,10/16/13 0:00,104,,,
Michael Mayer,R,64728,A Home at the End of the World,1029872,7/23/04 0:00,120,6500000,,
,R,,Welcome Home,1029822,9/29/89 0:00,96,,,
,PG-13,433254,The Thing Called Love,1029721,8/27/93 0:00,116,14000000,,
,PG-13,48159,Before the Rains,1029655,5/9/08 0:00,98,,,
,PG-13,,The Eyes of Tammy Faye,1029591,7/21/00 0:00,79,,,
"Robert Altman (segment ""Les Boreades"")",R,7580,Aria,1028679,3/18/88 0:00,90,,,
,R,,French Twist,1026646,1/19/96 0:00,100,,,
,R,455100,Cross My Heart,1025762,11/13/87 0:00,90,,,
,G,,Little Dorrit,1025228,10/21/88 0:00,177,,,
David Slade,R,58049,Hard Candy,1024640,4/14/06 0:00,99,,,
Joe Cornish,R,139506,Attack the Block,1024175,7/29/11 0:00,88,13000000,,
,Unrated,65365,The Beat That My Heart Skipped,1023424,7/1/05 0:00,107,,,
Melissa Martin,PG-13,,"The Bread, My Sweet",1023156,1/18/01 0:00,105,,,
,R,41606,All Over the Guy,1022324,8/10/01 0:00,95,,,
,R,337484,Silver City,1020656,9/17/04 0:00,129,,,
James Isaac,PG-13,553520,Skinwalkers,1018965,8/10/07 0:00,110,,,
,R,,Thieves,1018682,12/25/96 0:00,116,,,
,PG-13,63700,Diana Vreeland: The Eye Has to Travel,1017579,9/21/12 0:00,92,,,
,Unrated,488121,Guzaarish,1017335,11/19/10 0:00,135,,,
,R,4887,The Son's Room,1016340,1/25/02 0:00,99,,,
Stephen Frears,R,44399,Liam,1016021,9/21/01 0:00,91,,,
,R,169675,Savage Messiah,1015671,4/26/02 0:00,94,,,
,R,137853,Two Family House,1015122,10/6/00 0:00,108,,,
,PG-13,301000,Love Field,1014726,2/12/93 0:00,105,,,
,Unrated,48024,First Position,1014071,5/4/12 0:00,90,,,
,R,510846,Stalingrad,1013945,2/28/14 0:00,131,,,
,PG-13,63410,Barbara,1013902,12/21/12 0:00,105,,,
Robert Duvall,R,64474,Assassination Tango,1013272,3/28/03 0:00,114,,,
,R,56206,Short Term 12,1013100,8/23/13 0:00,96,,,
,PG-13,42838,Ginger & Rosa,1012973,3/15/13 0:00,90,,,
Michael Haneke,Unrated,29671,The Piano Teacher,1012069,3/29/02 0:00,120,,,
,R,33287,Owning Mahowny,1011871,5/2/03 0:00,107,10000000,,
,Unrated,76000,"He Loves Me, He Loves Me Not",1011102,2/14/03 0:00,92,,,
,R,23880,Xiu Xiu: The Sent Down Girl,1010933,5/7/99 0:00,100,,,
,R,46518,Paris,1010194,9/18/09 0:00,130,,,
,R,,Slam,1009819,10/7/98 0:00,100,,,
James Ivory,Unrated,,The Bostonians,1009700,7/20/84 0:00,122,,,
,Unrated,,Wallace and Gromit,1009577,6/14/96 0:00,81,,,
,Unrated,,The IMAX Nutcracker,1009291,11/12/99 0:00,37,,,
,Unrated,642523,Sarkar Raj,1009065,6/6/08 0:00,120,,,
Denis Villeneuve,R,16161,Enemy,1008726,3/14/14 0:00,90,,,
Whit Stillman,PG-13,58589,Damsels in Distress,1008455,4/6/12 0:00,98,,,
,NC-17,165534,Whore,1008404,10/4/91 0:00,85,,,
,R,33058,In a Better World,1008098,4/1/11 0:00,119,5500000,,
,Unrated,395708,Garam Masala,1007943,11/3/06 0:00,142,,,
,PG,115710,Shiloh,1007822,4/25/97 0:00,93,,,
,R,63786,Cobb,1007583,12/2/94 0:00,129,,,
,PG-13,206328,Mystery Science Theater 3000,1007306,4/19/96 0:00,74,,,
,R,21447,Zentropa,1007001,5/22/92 0:00,112,,,
,R,224847,Corporate Affairs,1006575,10/5/90 0:00,82,,,
,PG-13,525192,Unconditional,1005800,9/21/12 0:00,97,,,
Richard Linklater,R,410804,Fast Food Nation,1005539,11/17/06 0:00,116,,,
,PG,57585,From Up on Poppy Hill,1002895,3/15/13 0:00,91,,,
Beeban Kidron,R,7471,Antonia and Jane,1002078,10/11/91 0:00,71,,,
,R,25297,Ruby in Paradise,1001437,10/8/93 0:00,114,,,
,R,90022,My Summer of Love,1000915,6/17/05 0:00,87,,,
Milos Forman,R,159671,Goya's Ghosts,1000626,7/20/07 0:00,114,,,
,PG-13,65715,Meeting Venus,1000348,11/15/91 0:00,119,,,
,R,234429,Cowboy Bebop,1000045,4/4/03 0:00,115,,,
,PG,,March or Die,1000000,8/5/77 0:00,104,,,
,PG-13,45118,In the Mood,999382,9/16/87 0:00,98,,,
,Unrated,467694,New York,997437,6/26/09 0:00,154,,,
,Unrated,504116,Yamla Pagla Deewana,993031,1/14/11 0:00,145,,,
,Unrated,69992,All Access: Front Row. Backstage. Live!,992683,4/6/01 0:00,65,,,
,PG,319218,Campus Man,989528,4/10/87 0:00,94,,,
,PG,513731,Million Dollar Mystery,989033,6/12/87 0:00,95,,,
,R,49849,"Twin Falls, Idaho",985341,7/30/99 0:00,110,,,
,R,,The Protector,981817,8/23/85 0:00,95,,,
,R,,Talking Dirty After Dark,978775,5/17/91 0:00,86,,,
Kelly Reichardt,PG,20024,Meek's Cutoff,977772,4/8/11 0:00,104,2000000,,
,R,975414,Getting It On,975414,8/19/83 0:00,86,,,
Woody Allen,PG-13,361901,Cassandra's Dream,973018,1/18/08 0:00,105,,,
Oren Moverman,R,60446,Rampart,972512,2/10/12 0:00,107,,,
Jodie Foster,PG-13,107577,The Beaver,970816,5/6/11 0:00,91,21000000,,
,Unrated,31498,Lore,970325,2/8/13 0:00,109,,,
,R,39609,The Hunting Party,969869,9/7/07 0:00,103,,,
,R,78602,Five Corners,969205,1/22/88 0:00,90,,,
,R,,Separate Lives,961147,9/8/95 0:00,102,,,
,R,73159,Getting It Right,960385,5/5/89 0:00,102,,,
,PG,603650,Appointment with Death,960040,4/15/88 0:00,108,,,
George A. Romero,R,232576,George A. Romero's Diary of the Dead,958961,2/15/08 0:00,95,,,
,PG-13,55198,Broken English,956919,6/22/07 0:00,96,,,
,Unrated,460238,Ready,955148,6/3/11 0:00,157,,,
,Unrated,531018,Mangal Pandey - The Rising,954108,8/12/05 0:00,150,,,
,R,74303,Heart Beat,954046,1/18/80 0:00,129,,,
,PG,478910,The Ten Commandments,952820,10/19/07 0:00,88,,,
,PG,182943,More Than a Game,950675,10/2/09 0:00,102,,,
,Unrated,,Nelly and Monsieur Arnaud,950237,6/21/96 0:00,103,,,
,R,,A Man In Love,949451,9/12/87 0:00,125,,,
,R,110968,Come See the Paradise,947306,12/25/90 0:00,138,,,
Hal Ashby,R,528559,Lookin' to Get Out,946461,10/8/82 0:00,105,17000000,,
,Unrated,577381,De Dana Dan,944979,11/27/09 0:00,166,,,
Werner Herzog,G,17730,Encounters at the End of the World,944933,6/11/08 0:00,99,,,
,Unrated,,Bunty Aur Babli,942756,5/27/05 0:00,170,,,
Nanette Burstein,PG-13,45589,American Teen,942441,7/25/08 0:00,95,,,
James Mangold,R,14425,Heavy,941414,6/5/96 0:00,113,,,
,R,260820,Watchers,940173,12/2/88 0:00,91,,,
,R,525936,The Taking of Beverly Hills,939277,10/11/91 0:00,96,19000000,,
Jane Campion,R,20403,Sweetie,938065,1/19/90 0:00,99,,,
,R,375916,Management,934658,5/15/09 0:00,93,,,
,PG,20100,Children of Heaven,933933,1/22/99 0:00,88,,,
,R,46926,Bright Young Things,933637,8/20/04 0:00,106,,,
,Unrated,17524,Stolen Children,931280,3/3/93 0:00,114,,,
Anthony Minghella,R,,Breaking and Entering,930469,12/15/06 0:00,120,,,
,PG-13,83743,Absolute Beginners,930211,4/18/86 0:00,108,,,
,R,459020,Simpatico,929606,1/28/00 0:00,106,,,
Gregory Jacobs,R,283209,Criminal,929233,9/10/04 0:00,87,,,
,Unrated,42919,Aimee & Jaguar,927107,8/11/00 0:00,125,,,
,R,,Female Perversions,926954,4/25/97 0:00,114,,,
,Unrated,,Menage,925952,9/12/86 0:00,81,,,
,Unrated,,The White Balloon,924940,1/24/96 0:00,85,,,
,R,22341,Separate Lies,924260,9/16/05 0:00,87,,,
,R,459900,Knight Moves,923418,1/22/93 0:00,105,,,
,Unrated,,Masquerade,922921,9/21/12 0:00,131,,,
,Unrated,13690,35 Up,922872,1/15/92 0:00,123,,,
,PG-13,23281,The Man Without a Past,921847,4/4/03 0:00,97,,,
,PG-13,629921,Chandni Chowk to China,921738,1/16/09 0:00,154,,,
Todd Solondz,R,73688,Storytelling,921445,1/25/02 0:00,87,,,
,Unrated,582672,Shaadi Ke Side Effects,921277,2/28/14 0:00,153,,,
,R,36606,A Man of No Importance,920916,12/22/94 0:00,99,,,
,R,,When Night Is Falling,919671,11/17/97 0:00,96,,,
,R,614327,Ruby,919286,3/27/92 0:00,101,,,
Dennis Dugan,PG,504057,Brain Donors,918239,4/17/92 0:00,79,,,
,R,32061,Gothic,916172,4/10/87 0:00,87,,,
,Unrated,379812,Mujhse Shaadi Karogi,915728,7/30/04 0:00,90,,,
,PG-13,,The Salvation Poem,914818,8/27/10 0:00,78,,,
Harold Ramis,PG-13,371898,Stuart Saves His Family,912082,4/14/95 0:00,97,,,
,R,,Men with Guns,910773,1/27/98 0:00,127,,,
,PG,285368,Lagaan,835767,6/15/01 0:00,220,,,
,PG-13,307763,Strike!,907996,8/21/98 0:00,97,,,
,Unrated,305054,American Desi,907835,3/16/01 0:00,100,,,
,PG-13,43010,Va Savoir,907323,9/28/01 0:00,154,,,
,PG-13,63302,Cold Souls,905209,8/7/09 0:00,101,,,
,Unrated,8851,Guantanamera,903840,7/4/97 0:00,105,,,
,Unrated,414211,Raanjhana,903232,6/21/13 0:00,140,,,
,PG-13,17659,Jesus Camp,902544,9/15/06 0:00,85,,,
,R,222252,American Ninja 3: Blood Hunt,902152,2/24/89 0:00,90,,,
,PG,15264,The War Room,901668,11/3/93 0:00,96,,,
,R,,Julia and Julia,901364,2/5/88 0:00,97,,,
Bob Odenkirk,R,508601,The Brothers Solomon,900926,9/7/07 0:00,91,10000000,,
,PG-13,76214,Starting Out in the Evening,898786,11/23/07 0:00,111,,,
,Unrated,1200,Heading South,898468,2/3/06 0:00,107,,,
,Unrated,22379,The Imposter,898317,7/13/12 0:00,99,,,
,PG,67848,The Wildest Dream,898137,8/6/10 0:00,94,,,
John Crowley,R,39936,Intermission,896993,3/19/04 0:00,103,5000000,,
Paul Newman,PG,,The Glass Menagerie,895904,10/23/87 0:00,134,,,
,R,56540,Place Vendome,895788,9/22/00 0:00,117,,,
,R,305308,The Other Conquest,886410,4/21/00 0:00,105,,,
,PG,,Enigma,893967,9/12/83 0:00,102,,,
James Gray,R,57339,The Yards,889352,10/20/00 0:00,115,24000000,,
Albert Brooks,PG-13,429223,Looking for Comedy in the Muslim World,888975,1/20/06 0:00,98,,,
Jamse Toback,R,85046,Tyson,887918,4/24/09 0:00,90,,,
,PG-13,125775,Alone Yet Not Alone,887851,9/27/13 0:00,103,7000000,,
,PG,542192,Saawariya,885574,11/9/07 0:00,142,,,
,Unrated,38637,Seraphine,884613,6/5/09 0:00,130,,,
,PG,186995,Princess Kaiulani,883887,5/14/10 0:00,97,9000000,,
,R,471775,The Blood of Heroes,882290,2/23/90 0:00,90,,,
,R,35593,Paprika,882267,5/25/07 0:00,90,,,
Rob Hardy,R,85710,Pandora's Box,881950,8/9/02 0:00,106,,,
,PG,94959,Emma Smith: My Story,881787,4/11/08 0:00,98,,,
,R,519489,Venom,881779,9/16/05 0:00,85,,,
,Unrated,602850,Delhi 6,879913,2/20/09 0:00,140,,,
Errol Morris,PG,23665,"Fast, Cheap and Out of Control",878960,10/3/97 0:00,80,,,
,R,29452,The Castle,877621,5/7/99 0:00,82,,,
Stephen Frears,R,,The Hit,876775,3/8/85 0:00,100,,,
,R,502148,After Dark's Horrorfest 2,874635,11/9/07 0:00,90,,,
,PG-13,241258,Real Men,873903,9/25/87 0:00,86,,,
,Unrated,,Ma Saison Preferee,873857,4/19/96 0:00,124,,,
,Unrated,,La Ceremonie,873196,12/20/96 0:00,111,,,
,Unrated,425102,Ta Ra Rum Pum,872643,4/27/07 0:00,156,,,
Anton Corbijn,R,27674,Control,872252,10/10/07 0:00,121,,,
,R,234461,Where the Truth Lies,872142,10/7/05 0:00,108,25000000,,
Tom Tykwer,R,51426,The Princess and the Warrior,872091,6/22/01 0:00,135,,,
,R,5302,Edge of Seventeen,871759,4/30/99 0:00,99,,,
,R,38042,Goodbye Solo,870781,3/27/09 0:00,91,,,
,R,277952,Parents,870532,1/27/89 0:00,81,3000000,,
,R,20533,The Winter Guest,870290,12/25/97 0:00,108,,,
,PG,,Duma,870067,4/22/05 0:00,101,12000000,,
,Unrated,53901,Particle Fever,869838,3/5/14 0:00,99,,,
,PG-13,381889,Beastmaster 2,869325,8/30/91 0:00,107,,,
Sean Penn,R,71804,The Crossing Guard,868979,11/17/95 0:00,111,,,
Wong Kar Wai,PG-13,74146,My Blueberry Nights,867275,4/4/08 0:00,111,,,
,PG,126449,MirrorMask,866999,9/30/05 0:00,101,4000000,,
,R,497406,Songwriter,865915,10/12/84 0:00,94,,,
Kelly Reichardt,R,18218,Wendy and Lucy,865695,12/10/08 0:00,80,,,
,R,210162,Crack House,862551,11/10/89 0:00,91,,,
,Unrated,,The 23rd Tournee of Animation,862309,8/23/91 0:00,95,,,
David Lynch,R,27508,Inland Empire,861355,12/6/06 0:00,179,,,
,Unrated,,Contempt,706604,6/27/97 0:00,103,,,
,Unrated,,Rendezvous in Paris,859059,6/28/96 0:00,100,,,
,R,,The Terror Within,858591,1/20/89 0:00,90,,,
,PG-13,75268,Anna Karenina,858553,4/4/97 0:00,108,,,
,PG,586283,Sarah Landon and the Paranormal Hour,858415,10/19/07 0:00,81,,,
,R,,Tough Guys Don't Dance,858250,9/18/87 0:00,108,,,
,PG-13,57640,The Cove,857005,7/31/09 0:00,96,,,
,R,300000,Angel Town,855810,2/23/90 0:00,102,,,
,Unrated,517608,Anjaana Anjaani,854757,10/1/10 0:00,155,,,
,Unrated,14490,Marlene,852676,11/7/86 0:00,94,,,
,PG-13,103629,Brigham City,852206,4/6/01 0:00,120,,,
,PG-13,44690,Paris 36,851540,4/3/09 0:00,120,,,
,PG,37140,Sharkwater,850920,9/28/07 0:00,89,,,
,PG-13,40200,An American Rhapsody,850255,8/10/01 0:00,106,,,
,G,226525,The Adventures of Mark Twain,849915,1/17/86 0:00,86,,,
,PG-13,245000,Generation Iron,849521,9/20/13 0:00,106,,,
,PG,301333,Guadalupe,848139,12/8/06 0:00,90,,,
,Unrated,375297,I Hate Luv Storys,847993,6/30/10 0:00,135,,,
,R,,Nowhere to Hide,847468,9/12/87 0:00,90,,,
Robert M. Young,R,150809,One-Trick Pony,843215,10/3/80 0:00,98,,,
Vera Farmiga,R,21495,Higher Ground,841733,8/26/11 0:00,109,2000000,,
,R,,Street Knight,841015,3/12/93 0:00,93,,,
Robert Altman,PG,,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",840958,11/12/82 0:00,109,,,
,R,53264,Illuminata,840134,8/3/99 0:00,111,,,
,R,31562,Children of the Revolution,838368,5/1/97 0:00,99,,,
,R,,Over the Brooklyn Bridge,837914,9/12/83 0:00,108,,,
,R,192055,Innocent Voices,837878,10/14/05 0:00,110,,,
,PG-13,22725,Ginger & Fred,837623,3/28/86 0:00,125,,,
Robert Altman,R,55637,Fool for Love,836156,12/6/85 0:00,106,,,
Neil Jordan,R,12076,The Miracle,835519,7/3/91 0:00,96,,,
,G,22607,Arctic Tale,833532,7/25/07 0:00,85,,,
Gillian Armstrong,R,,The Last Days of Chez Nous,831578,2/26/93 0:00,96,,,
,R,25504,Apres Vous,830292,6/3/05 0:00,110,,,
,R,38553,Until the End of the World,829625,12/27/91 0:00,158,,,
Neil Jordan,R,33279,Breakfast on Pluto,828699,11/16/05 0:00,135,,,
,PG-13,43131,Felicia's Journey,824295,11/12/99 0:00,116,,,
,R,,Boyfriends and Girlfriends,823243,7/15/88 0:00,102,,,
,PG,61313,I.O.U.S.A.,821046,8/22/08 0:00,85,,,
,Unrated,583172,Kochadaiiyaan,817192,5/23/14 0:00,110,,,
,PG-13,235341,The Thing About My Folks,816403,9/16/05 0:00,94,,,
,Unrated,12230,Ballets Russes,815848,10/26/05 0:00,118,,,
Jonathan Demme,PG,,Citizens Band,815530,5/18/77 0:00,98,,,
,PG,49770,What If...,814906,8/20/10 0:00,100,,,
,PG,56900,Charly,814666,9/27/02 0:00,103,,,
,R,29943,Personal Velocity,811299,11/22/02 0:00,85,,,
,PG-13,55019,"Faraway, So Close!",810455,12/21/93 0:00,140,,,
Scott Hicks,PG-13,49342,The Boys Are Back,809752,9/25/09 0:00,100,,,
,PG,334748,Waiting for the Light,808690,11/2/90 0:00,94,,,
,R,59212,Factotum,808221,8/18/06 0:00,94,,,
,R,,Waxwork,808114,6/17/88 0:00,97,,,
,R,421302,Bulletproof,807947,5/13/88 0:00,93,,,
,Unrated,,Wild Reeds,807775,5/10/95 0:00,110,,,
,PG,80655,The Year My Parents Went on Vacation,807117,2/15/08 0:00,104,,,
,Unrated,18749,C'est La Vie,805472,11/2/90 0:00,110,,,
,PG,15477,The Ballad of Gregorio Cortez,804963,8/19/83 0:00,104,,,
,R,45854,13 Assassins,802778,4/29/11 0:00,126,,,
,Unrated,201956,Parineeta,802758,6/10/05 0:00,145,,,
,R,52185,The Tillman Story,802535,8/20/10 0:00,94,,,
,Unrated,11791,After Life,801985,5/14/99 0:00,118,,,
,R,,Last Summer in the Hamptons,801984,11/22/95 0:00,108,,,
,R,,The Barbarians,800000,5/15/87 0:00,88,,,
,Unrated,27761,Visions of Light,799856,2/24/93 0:00,92,,,
,R,16187,Chunhyang,798977,12/29/00 0:00,120,,,
,R,,Kiss or Kill,796681,11/14/97 0:00,96,,,
William Friedkin,R,322500,Rampage,796368,10/30/92 0:00,97,,,
Lawrence Kasdan,PG-13,39962,Darling Companion,793815,4/20/12 0:00,103,,,
,PG,253834,Little Monsters,793775,8/25/89 0:00,100,,,
,R,28950,The Toxic Avenger Part II,792966,2/24/89 0:00,95,,,
,Unrated,60086,Irreversible,792200,3/7/03 0:00,95,,,
,Unrated,11355,Into Great Silence,790452,2/28/07 0:00,169,,,
,R,183527,Thin Ice,790421,2/17/12 0:00,94,,,
